cluster_no,initial_node,end_node,distance,quantity
3367.0,2547.0,3366.0,0.0,17.0
3368.0,2561.0,3367.0,0.0,18.0
3369.0,2636.0,3368.0,0.0,19.0
3370.0,2681.0,3369.0,0.0,20.0
3371.0,2693.0,3370.0,0.0,21.0
3372.0,2852.0,3371.0,0.0,22.0
3373.0,2936.0,3372.0,0.0,23.0
3374.0,3015.0,3373.0,0.0,24.0
3375.0,1121.0,3104.0,0.0,2.0
3376.0,233.0,3046.0,0.0,2.0
3377.0,85.0,3132.0,0.0,3.0
3378.0,54.0,3345.0,0.0,6.0
3379.0,58.0,3378.0,0.0,7.0
3380.0,2362.0,2824.0,0.0,2.0
3381.0,306.0,769.0,0.0,2.0
3382.0,795.0,3381.0,0.0,3.0
3383.0,805.0,3382.0,0.0,4.0
3384.0,860.0,3383.0,0.0,5.0
3385.0,897.0,3384.0,0.0,6.0
3386.0,1472.0,3385.0,0.0,7.0
3387.0,1487.0,3386.0,0.0,8.0
3388.0,1611.0,3387.0,0.0,9.0
3389.0,1704.0,3388.0,0.0,10.0
3390.0,1766.0,3389.0,0.0,11.0
3391.0,1777.0,3390.0,0.0,12.0
3392.0,1908.0,3391.0,0.0,13.0
3393.0,2015.0,3392.0,0.0,14.0
3394.0,2183.0,3393.0,0.0,15.0
3395.0,2214.0,3394.0,0.0,16.0
3396.0,2225.0,3395.0,0.0,17.0
3397.0,2356.0,3396.0,0.0,18.0
3398.0,2421.0,3397.0,0.0,19.0
3399.0,2574.0,3398.0,0.0,20.0
3400.0,2586.0,3399.0,0.0,21.0
3401.0,2642.0,3400.0,0.0,22.0
3402.0,2755.0,3401.0,0.0,23.0
3403.0,2999.0,3402.0,0.0,24.0
3404.0,3040.0,3403.0,0.0,25.0
3405.0,913.0,1172.0,0.0,2.0
3406.0,1195.0,3405.0,0.0,3.0
3407.0,1620.0,3406.0,0.0,4.0
3408.0,1837.0,3407.0,0.0,5.0
3409.0,2736.0,3408.0,0.0,6.0
3410.0,2996.0,3409.0,0.0,7.0
3411.0,359.0,460.0,0.0,2.0
3412.0,324.0,1079.0,0.0,2.0
3413.0,1617.0,3412.0,0.0,3.0
3414.0,2318.0,3413.0,0.0,4.0
3415.0,57.0,405.0,0.0,2.0
3416.0,61.0,3379.0,0.0,8.0
3417.0,430.0,1700.0,0.0,2.0
3418.0,1815.0,3417.0,0.0,3.0
3419.0,65.0,3416.0,0.0,9.0
3420.0,96.0,3419.0,0.0,10.0
3421.0,389.0,2212.0,0.0,2.0
3422.0,635.0,1321.0,0.0,2.0
3423.0,1179.0,1445.0,0.0,2.0
3424.0,1508.0,3423.0,0.0,3.0
3425.0,2493.0,3424.0,0.0,4.0
3426.0,2590.0,3425.0,0.0,5.0
3427.0,2766.0,3426.0,0.0,6.0
3428.0,418.0,3346.0,0.0,4.0
3429.0,79.0,95.0,0.0,2.0
3430.0,81.0,483.0,0.0,2.0
3431.0,87.0,3377.0,0.0,4.0
3432.0,151.0,3431.0,0.0,5.0
3433.0,91.0,2566.0,0.0,2.0
3434.0,94.0,1064.0,0.0,2.0
3435.0,106.0,3429.0,0.0,3.0
3436.0,127.0,3420.0,0.0,11.0
3437.0,158.0,3432.0,0.0,6.0
3438.0,163.0,3437.0,0.0,7.0
3439.0,166.0,3438.0,0.0,8.0
3440.0,174.0,3439.0,0.0,9.0
3441.0,185.0,3440.0,0.0,10.0
3442.0,210.0,3441.0,0.0,11.0
3443.0,211.0,3442.0,0.0,12.0
3444.0,213.0,3443.0,0.0,13.0
3445.0,219.0,3444.0,0.0,14.0
3446.0,227.0,3445.0,0.0,15.0
3447.0,256.0,3446.0,0.0,16.0
3448.0,266.0,3447.0,0.0,17.0
3449.0,288.0,3448.0,0.0,18.0
3450.0,299.0,3449.0,0.0,19.0
3451.0,327.0,3450.0,0.0,20.0
3452.0,388.0,3451.0,0.0,21.0
3453.0,392.0,3452.0,0.0,22.0
3454.0,396.0,3453.0,0.0,23.0
3455.0,398.0,3454.0,0.0,24.0
3456.0,400.0,3455.0,0.0,25.0
3457.0,412.0,3456.0,0.0,26.0
3458.0,413.0,3457.0,0.0,27.0
3459.0,414.0,3458.0,0.0,28.0
3460.0,419.0,3459.0,0.0,29.0
3461.0,436.0,3460.0,0.0,30.0
3462.0,444.0,3461.0,0.0,31.0
3463.0,447.0,3462.0,0.0,32.0
3464.0,459.0,3463.0,0.0,33.0
3465.0,471.0,3464.0,0.0,34.0
3466.0,475.0,3465.0,0.0,35.0
3467.0,477.0,3466.0,0.0,36.0
3468.0,506.0,3467.0,0.0,37.0
3469.0,530.0,3468.0,0.0,38.0
3470.0,544.0,3469.0,0.0,39.0
3471.0,549.0,3470.0,0.0,40.0
3472.0,560.0,3471.0,0.0,41.0
3473.0,568.0,3472.0,0.0,42.0
3474.0,575.0,3473.0,0.0,43.0
3475.0,588.0,3474.0,0.0,44.0
3476.0,602.0,3475.0,0.0,45.0
3477.0,606.0,3476.0,0.0,46.0
3478.0,607.0,3477.0,0.0,47.0
3479.0,608.0,3478.0,0.0,48.0
3480.0,614.0,3479.0,0.0,49.0
3481.0,618.0,3480.0,0.0,50.0
3482.0,622.0,3481.0,0.0,51.0
3483.0,644.0,3482.0,0.0,52.0
3484.0,651.0,3483.0,0.0,53.0
3485.0,667.0,3484.0,0.0,54.0
3486.0,709.0,3485.0,0.0,55.0
3487.0,742.0,3486.0,0.0,56.0
3488.0,743.0,3487.0,0.0,57.0
3489.0,758.0,3488.0,0.0,58.0
3490.0,765.0,3489.0,0.0,59.0
3491.0,767.0,3490.0,0.0,60.0
3492.0,776.0,3491.0,0.0,61.0
3493.0,777.0,3492.0,0.0,62.0
3494.0,778.0,3493.0,0.0,63.0
3495.0,823.0,3494.0,0.0,64.0
3496.0,836.0,3495.0,0.0,65.0
3497.0,837.0,3496.0,0.0,66.0
3498.0,838.0,3497.0,0.0,67.0
3499.0,839.0,3498.0,0.0,68.0
3500.0,840.0,3499.0,0.0,69.0
3501.0,842.0,3500.0,0.0,70.0
3502.0,843.0,3501.0,0.0,71.0
3503.0,846.0,3502.0,0.0,72.0
3504.0,851.0,3503.0,0.0,73.0
3505.0,856.0,3504.0,0.0,74.0
3506.0,884.0,3505.0,0.0,75.0
3507.0,895.0,3506.0,0.0,76.0
3508.0,910.0,3507.0,0.0,77.0
3509.0,935.0,3508.0,0.0,78.0
3510.0,998.0,3509.0,0.0,79.0
3511.0,1010.0,3510.0,0.0,80.0
3512.0,1026.0,3511.0,0.0,81.0
3513.0,1039.0,3512.0,0.0,82.0
3514.0,1082.0,3513.0,0.0,83.0
3515.0,1103.0,3514.0,0.0,84.0
3516.0,1125.0,3515.0,0.0,85.0
3517.0,1132.0,3516.0,0.0,86.0
3518.0,1161.0,3517.0,0.0,87.0
3519.0,1163.0,3518.0,0.0,88.0
3520.0,1167.0,3519.0,0.0,89.0
3521.0,1178.0,3520.0,0.0,90.0
3522.0,1184.0,3521.0,0.0,91.0
3523.0,1196.0,3522.0,0.0,92.0
3524.0,1200.0,3523.0,0.0,93.0
3525.0,1205.0,3524.0,0.0,94.0
3526.0,1258.0,3525.0,0.0,95.0
3527.0,1268.0,3526.0,0.0,96.0
3528.0,1269.0,3527.0,0.0,97.0
3529.0,1278.0,3528.0,0.0,98.0
3530.0,1291.0,3529.0,0.0,99.0
3531.0,1316.0,3530.0,0.0,100.0
3532.0,1324.0,3531.0,0.0,101.0
3533.0,1378.0,3532.0,0.0,102.0
3534.0,1443.0,3533.0,0.0,103.0
3535.0,1454.0,3534.0,0.0,104.0
3536.0,1461.0,3535.0,0.0,105.0
3537.0,1463.0,3536.0,0.0,106.0
3538.0,1478.0,3537.0,0.0,107.0
3539.0,1507.0,3538.0,0.0,108.0
3540.0,1525.0,3539.0,0.0,109.0
3541.0,1526.0,3540.0,0.0,110.0
3542.0,1529.0,3541.0,0.0,111.0
3543.0,1557.0,3542.0,0.0,112.0
3544.0,1558.0,3543.0,0.0,113.0
3545.0,1563.0,3544.0,0.0,114.0
3546.0,1569.0,3545.0,0.0,115.0
3547.0,1576.0,3546.0,0.0,116.0
3548.0,1584.0,3547.0,0.0,117.0
3549.0,1586.0,3548.0,0.0,118.0
3550.0,1588.0,3549.0,0.0,119.0
3551.0,1594.0,3550.0,0.0,120.0
3552.0,1639.0,3551.0,0.0,121.0
3553.0,1665.0,3552.0,0.0,122.0
3554.0,1675.0,3553.0,0.0,123.0
3555.0,1691.0,3554.0,0.0,124.0
3556.0,1694.0,3555.0,0.0,125.0
3557.0,1695.0,3556.0,0.0,126.0
3558.0,1696.0,3557.0,0.0,127.0
3559.0,1729.0,3558.0,0.0,128.0
3560.0,1737.0,3559.0,0.0,129.0
3561.0,1740.0,3560.0,0.0,130.0
3562.0,1748.0,3561.0,0.0,131.0
3563.0,1775.0,3562.0,0.0,132.0
3564.0,1781.0,3563.0,0.0,133.0
3565.0,1788.0,3564.0,0.0,134.0
3566.0,1796.0,3565.0,0.0,135.0
3567.0,1799.0,3566.0,0.0,136.0
3568.0,1802.0,3567.0,0.0,137.0
3569.0,1864.0,3568.0,0.0,138.0
3570.0,1876.0,3569.0,0.0,139.0
3571.0,1883.0,3570.0,0.0,140.0
3572.0,1889.0,3571.0,0.0,141.0
3573.0,1890.0,3572.0,0.0,142.0
3574.0,1892.0,3573.0,0.0,143.0
3575.0,1911.0,3574.0,0.0,144.0
3576.0,1942.0,3575.0,0.0,145.0
3577.0,1981.0,3576.0,0.0,146.0
3578.0,1997.0,3577.0,0.0,147.0
3579.0,2010.0,3578.0,0.0,148.0
3580.0,2016.0,3579.0,0.0,149.0
3581.0,2042.0,3580.0,0.0,150.0
3582.0,2044.0,3581.0,0.0,151.0
3583.0,2047.0,3582.0,0.0,152.0
3584.0,2109.0,3583.0,0.0,153.0
3585.0,2126.0,3584.0,0.0,154.0
3586.0,2141.0,3585.0,0.0,155.0
3587.0,2149.0,3586.0,0.0,156.0
3588.0,2157.0,3587.0,0.0,157.0
3589.0,2189.0,3588.0,0.0,158.0
3590.0,2198.0,3589.0,0.0,159.0
3591.0,2234.0,3590.0,0.0,160.0
3592.0,2268.0,3591.0,0.0,161.0
3593.0,2277.0,3592.0,0.0,162.0
3594.0,2300.0,3593.0,0.0,163.0
3595.0,2301.0,3594.0,0.0,164.0
3596.0,2306.0,3595.0,0.0,165.0
3597.0,2330.0,3596.0,0.0,166.0
3598.0,2351.0,3597.0,0.0,167.0
3599.0,2355.0,3598.0,0.0,168.0
3600.0,2374.0,3599.0,0.0,169.0
3601.0,2376.0,3600.0,0.0,170.0
3602.0,2381.0,3601.0,0.0,171.0
3603.0,2403.0,3602.0,0.0,172.0
3604.0,2404.0,3603.0,0.0,173.0
3605.0,2410.0,3604.0,0.0,174.0
3606.0,2422.0,3605.0,0.0,175.0
3607.0,2443.0,3606.0,0.0,176.0
3608.0,2446.0,3607.0,0.0,177.0
3609.0,2448.0,3608.0,0.0,178.0
3610.0,2459.0,3609.0,0.0,179.0
3611.0,2489.0,3610.0,0.0,180.0
3612.0,2499.0,3611.0,0.0,181.0
3613.0,2525.0,3612.0,0.0,182.0
3614.0,2532.0,3613.0,0.0,183.0
3615.0,2573.0,3614.0,0.0,184.0
3616.0,2583.0,3615.0,0.0,185.0
3617.0,2588.0,3616.0,0.0,186.0
3618.0,2600.0,3617.0,0.0,187.0
3619.0,2601.0,3618.0,0.0,188.0
3620.0,2616.0,3619.0,0.0,189.0
3621.0,2622.0,3620.0,0.0,190.0
3622.0,2625.0,3621.0,0.0,191.0
3623.0,2648.0,3622.0,0.0,192.0
3624.0,2662.0,3623.0,0.0,193.0
3625.0,2689.0,3624.0,0.0,194.0
3626.0,2700.0,3625.0,0.0,195.0
3627.0,2704.0,3626.0,0.0,196.0
3628.0,2721.0,3627.0,0.0,197.0
3629.0,2752.0,3628.0,0.0,198.0
3630.0,2764.0,3629.0,0.0,199.0
3631.0,2780.0,3630.0,0.0,200.0
3632.0,2815.0,3631.0,0.0,201.0
3633.0,2833.0,3632.0,0.0,202.0
3634.0,2847.0,3633.0,0.0,203.0
3635.0,2850.0,3634.0,0.0,204.0
3636.0,2856.0,3635.0,0.0,205.0
3637.0,2873.0,3636.0,0.0,206.0
3638.0,2880.0,3637.0,0.0,207.0
3639.0,2930.0,3638.0,0.0,208.0
3640.0,2940.0,3639.0,0.0,209.0
3641.0,2949.0,3640.0,0.0,210.0
3642.0,2951.0,3641.0,0.0,211.0
3643.0,2953.0,3642.0,0.0,212.0
3644.0,2970.0,3643.0,0.0,213.0
3645.0,2977.0,3644.0,0.0,214.0
3646.0,2991.0,3645.0,0.0,215.0
3647.0,2992.0,3646.0,0.0,216.0
3648.0,3003.0,3647.0,0.0,217.0
3649.0,3005.0,3648.0,0.0,218.0
3650.0,3012.0,3649.0,0.0,219.0
3651.0,3017.0,3650.0,0.0,220.0
3652.0,3034.0,3651.0,0.0,221.0
3653.0,3069.0,3652.0,0.0,222.0
3654.0,3075.0,3653.0,0.0,223.0
3655.0,3092.0,3654.0,0.0,224.0
3656.0,3095.0,3655.0,0.0,225.0
3657.0,3096.0,3656.0,0.0,226.0
3658.0,3119.0,3657.0,0.0,227.0
3659.0,604.0,729.0,0.0,2.0
3660.0,1966.0,3659.0,0.0,3.0
3661.0,2432.0,3660.0,0.0,4.0
3662.0,3086.0,3661.0,0.0,5.0
3663.0,1304.0,1315.0,0.0,2.0
3664.0,1580.0,3663.0,0.0,3.0
3665.0,2193.0,3664.0,0.0,4.0
3666.0,1568.0,3430.0,0.0,3.0
3667.0,2359.0,3064.0,0.0,2.0
3668.0,1714.0,3348.0,0.0,3.0
3669.0,1970.0,3668.0,0.0,4.0
3670.0,2249.0,3669.0,0.0,5.0
3671.0,2928.0,3670.0,0.0,6.0
3672.0,929.0,3117.0,0.0,2.0
3673.0,1937.0,2533.0,0.0,2.0
3674.0,2709.0,3673.0,0.0,3.0
3675.0,2965.0,3674.0,0.0,4.0
3676.0,811.0,2806.0,0.0,2.0
3677.0,2980.0,3676.0,0.0,3.0
3678.0,1427.0,1707.0,0.0,2.0
3679.0,147.0,3436.0,0.0,12.0
3680.0,150.0,3679.0,0.0,13.0
3681.0,155.0,3680.0,0.0,14.0
3682.0,180.0,3681.0,0.0,15.0
3683.0,183.0,3682.0,0.0,16.0
3684.0,197.0,3683.0,0.0,17.0
3685.0,198.0,3684.0,0.0,18.0
3686.0,199.0,3685.0,0.0,19.0
3687.0,200.0,3686.0,0.0,20.0
3688.0,224.0,3687.0,0.0,21.0
3689.0,226.0,3688.0,0.0,22.0
3690.0,234.0,3689.0,0.0,23.0
3691.0,239.0,3690.0,0.0,24.0
3692.0,253.0,3691.0,0.0,25.0
3693.0,254.0,3692.0,0.0,26.0
3694.0,264.0,3693.0,0.0,27.0
3695.0,291.0,3694.0,0.0,28.0
3696.0,295.0,3695.0,0.0,29.0
3697.0,301.0,3696.0,0.0,30.0
3698.0,320.0,3697.0,0.0,31.0
3699.0,328.0,3698.0,0.0,32.0
3700.0,343.0,3699.0,0.0,33.0
3701.0,347.0,3700.0,0.0,34.0
3702.0,357.0,3701.0,0.0,35.0
3703.0,361.0,3702.0,0.0,36.0
3704.0,374.0,3703.0,0.0,37.0
3705.0,376.0,3704.0,0.0,38.0
3706.0,379.0,3705.0,0.0,39.0
3707.0,394.0,3706.0,0.0,40.0
3708.0,402.0,3707.0,0.0,41.0
3709.0,406.0,3708.0,0.0,42.0
3710.0,427.0,3709.0,0.0,43.0
3711.0,429.0,3710.0,0.0,44.0
3712.0,440.0,3711.0,0.0,45.0
3713.0,443.0,3712.0,0.0,46.0
3714.0,448.0,3713.0,0.0,47.0
3715.0,468.0,3714.0,0.0,48.0
3716.0,481.0,3715.0,0.0,49.0
3717.0,514.0,3716.0,0.0,50.0
3718.0,536.0,3717.0,0.0,51.0
3719.0,546.0,3718.0,0.0,52.0
3720.0,547.0,3719.0,0.0,53.0
3721.0,578.0,3720.0,0.0,54.0
3722.0,584.0,3721.0,0.0,55.0
3723.0,590.0,3722.0,0.0,56.0
3724.0,599.0,3723.0,0.0,57.0
3725.0,613.0,3724.0,0.0,58.0
3726.0,623.0,3725.0,0.0,59.0
3727.0,657.0,3726.0,0.0,60.0
3728.0,668.0,3727.0,0.0,61.0
3729.0,669.0,3728.0,0.0,62.0
3730.0,671.0,3729.0,0.0,63.0
3731.0,676.0,3730.0,0.0,64.0
3732.0,683.0,3731.0,0.0,65.0
3733.0,698.0,3732.0,0.0,66.0
3734.0,702.0,3733.0,0.0,67.0
3735.0,728.0,3734.0,0.0,68.0
3736.0,730.0,3735.0,0.0,69.0
3737.0,736.0,3736.0,0.0,70.0
3738.0,755.0,3737.0,0.0,71.0
3739.0,757.0,3738.0,0.0,72.0
3740.0,759.0,3739.0,0.0,73.0
3741.0,781.0,3740.0,0.0,74.0
3742.0,792.0,3741.0,0.0,75.0
3743.0,812.0,3742.0,0.0,76.0
