cluster_no,initial_node,end_node,distance,quantity
3744.0,813.0,3743.0,0.0,77.0
3745.0,816.0,3744.0,0.0,78.0
3746.0,849.0,3745.0,0.0,79.0
3747.0,852.0,3746.0,0.0,80.0
3748.0,855.0,3747.0,0.0,81.0
3749.0,867.0,3748.0,0.0,82.0
3750.0,877.0,3749.0,0.0,83.0
3751.0,881.0,3750.0,0.0,84.0
3752.0,888.0,3751.0,0.0,85.0
3753.0,891.0,3752.0,0.0,86.0
3754.0,894.0,3753.0,0.0,87.0
3755.0,918.0,3754.0,0.0,88.0
3756.0,923.0,3755.0,0.0,89.0
3757.0,924.0,3756.0,0.0,90.0
3758.0,926.0,3757.0,0.0,91.0
3759.0,939.0,3758.0,0.0,92.0
3760.0,940.0,3759.0,0.0,93.0
3761.0,985.0,3760.0,0.0,94.0
3762.0,1016.0,3761.0,0.0,95.0
3763.0,1038.0,3762.0,0.0,96.0
3764.0,1045.0,3763.0,0.0,97.0
3765.0,1170.0,3764.0,0.0,98.0
3766.0,1181.0,3765.0,0.0,99.0
3767.0,1199.0,3766.0,0.0,100.0
3768.0,1201.0,3767.0,0.0,101.0
3769.0,1214.0,3768.0,0.0,102.0
3770.0,1216.0,3769.0,0.0,103.0
3771.0,1218.0,3770.0,0.0,104.0
3772.0,1221.0,3771.0,0.0,105.0
3773.0,1224.0,3772.0,0.0,106.0
3774.0,1231.0,3773.0,0.0,107.0
3775.0,1239.0,3774.0,0.0,108.0
3776.0,1240.0,3775.0,0.0,109.0
3777.0,1248.0,3776.0,0.0,110.0
3778.0,1262.0,3777.0,0.0,111.0
3779.0,1280.0,3778.0,0.0,112.0
3780.0,1281.0,3779.0,0.0,113.0
3781.0,1287.0,3780.0,0.0,114.0
3782.0,1289.0,3781.0,0.0,115.0
3783.0,1305.0,3782.0,0.0,116.0
3784.0,1306.0,3783.0,0.0,117.0
3785.0,1314.0,3784.0,0.0,118.0
3786.0,1317.0,3785.0,0.0,119.0
3787.0,1322.0,3786.0,0.0,120.0
3788.0,1351.0,3787.0,0.0,121.0
3789.0,1352.0,3788.0,0.0,122.0
3790.0,1357.0,3789.0,0.0,123.0
3791.0,1369.0,3790.0,0.0,124.0
3792.0,1382.0,3791.0,0.0,125.0
3793.0,1392.0,3792.0,0.0,126.0
3794.0,1406.0,3793.0,0.0,127.0
3795.0,1422.0,3794.0,0.0,128.0
3796.0,1425.0,3795.0,0.0,129.0
3797.0,1433.0,3796.0,0.0,130.0
3798.0,1440.0,3797.0,0.0,131.0
3799.0,1449.0,3798.0,0.0,132.0
3800.0,1453.0,3799.0,0.0,133.0
3801.0,1473.0,3800.0,0.0,134.0
3802.0,1475.0,3801.0,0.0,135.0
3803.0,1490.0,3802.0,0.0,136.0
3804.0,1491.0,3803.0,0.0,137.0
3805.0,1492.0,3804.0,0.0,138.0
3806.0,1497.0,3805.0,0.0,139.0
3807.0,1531.0,3806.0,0.0,140.0
3808.0,1546.0,3807.0,0.0,141.0
3809.0,1565.0,3808.0,0.0,142.0
3810.0,1573.0,3809.0,0.0,143.0
3811.0,1574.0,3810.0,0.0,144.0
3812.0,1575.0,3811.0,0.0,145.0
3813.0,1577.0,3812.0,0.0,146.0
3814.0,1581.0,3813.0,0.0,147.0
3815.0,1596.0,3814.0,0.0,148.0
3816.0,1600.0,3815.0,0.0,149.0
3817.0,1608.0,3816.0,0.0,150.0
3818.0,1612.0,3817.0,0.0,151.0
3819.0,1618.0,3818.0,0.0,152.0
3820.0,1629.0,3819.0,0.0,153.0
3821.0,1631.0,3820.0,0.0,154.0
3822.0,1636.0,3821.0,0.0,155.0
3823.0,1637.0,3822.0,0.0,156.0
3824.0,1640.0,3823.0,0.0,157.0
3825.0,1650.0,3824.0,0.0,158.0
3826.0,1659.0,3825.0,0.0,159.0
3827.0,1669.0,3826.0,0.0,160.0
3828.0,1674.0,3827.0,0.0,161.0
3829.0,1679.0,3828.0,0.0,162.0
3830.0,1692.0,3829.0,0.0,163.0
3831.0,1719.0,3830.0,0.0,164.0
3832.0,1743.0,3831.0,0.0,165.0
3833.0,1752.0,3832.0,0.0,166.0
3834.0,1770.0,3833.0,0.0,167.0
3835.0,1772.0,3834.0,0.0,168.0
3836.0,1773.0,3835.0,0.0,169.0
3837.0,1795.0,3836.0,0.0,170.0
3838.0,1818.0,3837.0,0.0,171.0
3839.0,1819.0,3838.0,0.0,172.0
3840.0,1822.0,3839.0,0.0,173.0
3841.0,1829.0,3840.0,0.0,174.0
3842.0,1839.0,3841.0,0.0,175.0
3843.0,1868.0,3842.0,0.0,176.0
3844.0,1880.0,3843.0,0.0,177.0
3845.0,1888.0,3844.0,0.0,178.0
3846.0,1896.0,3845.0,0.0,179.0
3847.0,1907.0,3846.0,0.0,180.0
3848.0,1913.0,3847.0,0.0,181.0
3849.0,1914.0,3848.0,0.0,182.0
3850.0,1915.0,3849.0,0.0,183.0
3851.0,1916.0,3850.0,0.0,184.0
3852.0,1924.0,3851.0,0.0,185.0
3853.0,1927.0,3852.0,0.0,186.0
3854.0,1950.0,3853.0,0.0,187.0
3855.0,1955.0,3854.0,0.0,188.0
3856.0,1963.0,3855.0,0.0,189.0
3857.0,1969.0,3856.0,0.0,190.0
3858.0,1971.0,3857.0,0.0,191.0
3859.0,1972.0,3858.0,0.0,192.0
3860.0,1985.0,3859.0,0.0,193.0
3861.0,1994.0,3860.0,0.0,194.0
3862.0,1998.0,3861.0,0.0,195.0
3863.0,2006.0,3862.0,0.0,196.0
3864.0,2009.0,3863.0,0.0,197.0
3865.0,2028.0,3864.0,0.0,198.0
3866.0,2038.0,3865.0,0.0,199.0
3867.0,2048.0,3866.0,0.0,200.0
3868.0,2055.0,3867.0,0.0,201.0
3869.0,2059.0,3868.0,0.0,202.0
3870.0,2063.0,3869.0,0.0,203.0
3871.0,2066.0,3870.0,0.0,204.0
3872.0,2072.0,3871.0,0.0,205.0
3873.0,2092.0,3872.0,0.0,206.0
3874.0,2099.0,3873.0,0.0,207.0
3875.0,2105.0,3874.0,0.0,208.0
3876.0,2108.0,3875.0,0.0,209.0
3877.0,2113.0,3876.0,0.0,210.0
3878.0,2119.0,3877.0,0.0,211.0
3879.0,2125.0,3878.0,0.0,212.0
3880.0,2154.0,3879.0,0.0,213.0
3881.0,2170.0,3880.0,0.0,214.0
3882.0,2178.0,3881.0,0.0,215.0
3883.0,2184.0,3882.0,0.0,216.0
3884.0,2186.0,3883.0,0.0,217.0
3885.0,2191.0,3884.0,0.0,218.0
3886.0,2197.0,3885.0,0.0,219.0
3887.0,2201.0,3886.0,0.0,220.0
3888.0,2205.0,3887.0,0.0,221.0
3889.0,2210.0,3888.0,0.0,222.0
3890.0,2213.0,3889.0,0.0,223.0
3891.0,2218.0,3890.0,0.0,224.0
3892.0,2220.0,3891.0,0.0,225.0
3893.0,2221.0,3892.0,0.0,226.0
3894.0,2230.0,3893.0,0.0,227.0
3895.0,2232.0,3894.0,0.0,228.0
3896.0,2245.0,3895.0,0.0,229.0
3897.0,2260.0,3896.0,0.0,230.0
3898.0,2267.0,3897.0,0.0,231.0
3899.0,2280.0,3898.0,0.0,232.0
3900.0,2281.0,3899.0,0.0,233.0
3901.0,2294.0,3900.0,0.0,234.0
3902.0,2320.0,3901.0,0.0,235.0
3903.0,2327.0,3902.0,0.0,236.0
3904.0,2333.0,3903.0,0.0,237.0
3905.0,2341.0,3904.0,0.0,238.0
3906.0,2344.0,3905.0,0.0,239.0
3907.0,2360.0,3906.0,0.0,240.0
3908.0,2361.0,3907.0,0.0,241.0
3909.0,2364.0,3908.0,0.0,242.0
3910.0,2371.0,3909.0,0.0,243.0
3911.0,2375.0,3910.0,0.0,244.0
3912.0,2377.0,3911.0,0.0,245.0
3913.0,2406.0,3912.0,0.0,246.0
3914.0,2414.0,3913.0,0.0,247.0
3915.0,2418.0,3914.0,0.0,248.0
3916.0,2423.0,3915.0,0.0,249.0
3917.0,2429.0,3916.0,0.0,250.0
3918.0,2430.0,3917.0,0.0,251.0
3919.0,2438.0,3918.0,0.0,252.0
3920.0,2439.0,3919.0,0.0,253.0
3921.0,2457.0,3920.0,0.0,254.0
3922.0,2494.0,3921.0,0.0,255.0
3923.0,2500.0,3922.0,0.0,256.0
3924.0,2507.0,3923.0,0.0,257.0
3925.0,2527.0,3924.0,0.0,258.0
3926.0,2528.0,3925.0,0.0,259.0
3927.0,2529.0,3926.0,0.0,260.0
3928.0,2541.0,3927.0,0.0,261.0
3929.0,2542.0,3928.0,0.0,262.0
3930.0,2551.0,3929.0,0.0,263.0
3931.0,2565.0,3930.0,0.0,264.0
3932.0,2569.0,3931.0,0.0,265.0
3933.0,2575.0,3932.0,0.0,266.0
3934.0,2582.0,3933.0,0.0,267.0
3935.0,2587.0,3934.0,0.0,268.0
3936.0,2599.0,3935.0,0.0,269.0
3937.0,2615.0,3936.0,0.0,270.0
3938.0,2623.0,3937.0,0.0,271.0
3939.0,2626.0,3938.0,0.0,272.0
3940.0,2628.0,3939.0,0.0,273.0
3941.0,2634.0,3940.0,0.0,274.0
3942.0,2656.0,3941.0,0.0,275.0
3943.0,2660.0,3942.0,0.0,276.0
3944.0,2661.0,3943.0,0.0,277.0
3945.0,2688.0,3944.0,0.0,278.0
3946.0,2690.0,3945.0,0.0,279.0
3947.0,2692.0,3946.0,0.0,280.0
3948.0,2697.0,3947.0,0.0,281.0
3949.0,2727.0,3948.0,0.0,282.0
3950.0,2731.0,3949.0,0.0,283.0
3951.0,2745.0,3950.0,0.0,284.0
3952.0,2761.0,3951.0,0.0,285.0
3953.0,2763.0,3952.0,0.0,286.0
3954.0,2774.0,3953.0,0.0,287.0
3955.0,2776.0,3954.0,0.0,288.0
3956.0,2805.0,3955.0,0.0,289.0
3957.0,2814.0,3956.0,0.0,290.0
3958.0,2821.0,3957.0,0.0,291.0
3959.0,2823.0,3958.0,0.0,292.0
3960.0,2825.0,3959.0,0.0,293.0
3961.0,2861.0,3960.0,0.0,294.0
3962.0,2879.0,3961.0,0.0,295.0
3963.0,2898.0,3962.0,0.0,296.0
3964.0,2901.0,3963.0,0.0,297.0
3965.0,2912.0,3964.0,0.0,298.0
3966.0,2916.0,3965.0,0.0,299.0
3967.0,2933.0,3966.0,0.0,300.0
3968.0,2938.0,3967.0,0.0,301.0
3969.0,2947.0,3968.0,0.0,302.0
3970.0,2956.0,3969.0,0.0,303.0
3971.0,2959.0,3970.0,0.0,304.0
3972.0,2960.0,3971.0,0.0,305.0
3973.0,2964.0,3972.0,0.0,306.0
3974.0,2968.0,3973.0,0.0,307.0
3975.0,2974.0,3974.0,0.0,308.0
3976.0,2976.0,3975.0,0.0,309.0
3977.0,2981.0,3976.0,0.0,310.0
3978.0,3013.0,3977.0,0.0,311.0
3979.0,3026.0,3978.0,0.0,312.0
3980.0,3033.0,3979.0,0.0,313.0
3981.0,3037.0,3980.0,0.0,314.0
3982.0,3050.0,3981.0,0.0,315.0
3983.0,3058.0,3982.0,0.0,316.0
3984.0,3065.0,3983.0,0.0,317.0
3985.0,3071.0,3984.0,0.0,318.0
3986.0,3072.0,3985.0,0.0,319.0
3987.0,3076.0,3986.0,0.0,320.0
3988.0,3085.0,3987.0,0.0,321.0
3989.0,3089.0,3988.0,0.0,322.0
3990.0,3094.0,3989.0,0.0,323.0
3991.0,829.0,900.0,0.0,2.0
3992.0,984.0,1285.0,0.0,2.0
3993.0,567.0,901.0,0.0,2.0
3994.0,1734.0,2552.0,0.0,2.0
3995.0,2820.0,3994.0,0.0,3.0
3996.0,104.0,1137.0,0.0,2.0
3997.0,222.0,3435.0,0.0,4.0
3998.0,1456.0,2058.0,0.0,2.0
3999.0,109.0,366.0,0.0,2.0
4000.0,122.0,228.0,0.0,2.0
4001.0,1017.0,2168.0,0.0,2.0
4002.0,297.0,3036.0,0.0,2.0
4003.0,409.0,876.0,0.0,2.0
4004.0,1730.0,4003.0,0.0,3.0
4005.0,2100.0,4004.0,0.0,4.0
4006.0,2470.0,4005.0,0.0,5.0
4007.0,2791.0,4006.0,0.0,6.0
4008.0,1964.0,2785.0,0.0,2.0
4009.0,282.0,892.0,0.0,2.0
4010.0,680.0,3999.0,0.0,3.0
4011.0,1052.0,4010.0,0.0,4.0
4012.0,1169.0,4011.0,0.0,5.0
4013.0,1310.0,4012.0,0.0,6.0
4014.0,1375.0,4013.0,0.0,7.0
4015.0,1680.0,4014.0,0.0,8.0
4016.0,1774.0,4015.0,0.0,9.0
4017.0,2036.0,4016.0,0.0,10.0
4018.0,2176.0,4017.0,0.0,11.0
4019.0,2289.0,4018.0,0.0,12.0
4020.0,2295.0,4019.0,0.0,13.0
4021.0,2701.0,4020.0,0.0,14.0
4022.0,2779.0,4021.0,0.0,15.0
4023.0,2782.0,4022.0,0.0,16.0
4024.0,2887.0,4023.0,0.0,17.0
4025.0,265.0,2694.0,0.0,2.0
4026.0,178.0,1439.0,0.0,2.0
4027.0,2118.0,4026.0,0.0,3.0
4028.0,2339.0,4027.0,0.0,4.0
4029.0,390.0,3105.0,0.0,2.0
4030.0,488.0,3415.0,0.0,3.0
4031.0,1264.0,4030.0,0.0,4.0
4032.0,1303.0,4031.0,0.0,5.0
4033.0,1437.0,4032.0,0.0,6.0
4034.0,1873.0,4033.0,0.0,7.0
4035.0,1979.0,4034.0,0.0,8.0
4036.0,2182.0,4035.0,0.0,9.0
4037.0,2204.0,4036.0,0.0,10.0
4038.0,2367.0,4037.0,0.0,11.0
4039.0,2602.0,4038.0,0.0,12.0
4040.0,2935.0,4039.0,0.0,13.0
4041.0,3097.0,4040.0,0.0,14.0
4042.0,982.0,1980.0,0.0,2.0
4043.0,1056.0,1428.0,0.0,2.0
4044.0,2263.0,4043.0,0.0,3.0
4045.0,2807.0,4044.0,0.0,4.0
4046.0,739.0,906.0,0.0,2.0
4047.0,1379.0,4046.0,0.0,3.0
4048.0,2708.0,4047.0,0.0,4.0
4049.0,1318.0,2057.0,0.0,2.0
4050.0,609.0,1990.0,0.0,2.0
4051.0,2478.0,4050.0,0.0,3.0
4052.0,196.0,484.0,0.0,2.0
4053.0,387.0,3997.0,0.0,5.0
4054.0,592.0,4000.0,0.0,3.0
4055.0,231.0,1257.0,0.0,2.0
4056.0,798.0,2835.0,0.0,2.0
4057.0,244.0,1330.0,0.0,2.0
4058.0,1350.0,4057.0,0.0,3.0
4059.0,1905.0,4058.0,0.0,4.0
4060.0,2424.0,4055.0,0.0,3.0
4061.0,694.0,2298.0,0.0,2.0
4062.0,1233.0,3125.0,0.0,2.0
4063.0,1219.0,1235.0,0.0,2.0
4064.0,1690.0,4063.0,0.0,3.0
4065.0,1828.0,4064.0,0.0,4.0
4066.0,663.0,1866.0,0.0,2.0
4067.0,2703.0,4052.0,0.0,3.0
4068.0,1809.0,1875.0,0.0,2.0
4069.0,661.0,2685.0,0.0,2.0
4070.0,355.0,2789.0,0.0,2.0
4071.0,2799.0,4070.0,0.0,3.0
4072.0,919.0,3428.0,0.0,5.0
4073.0,1054.0,4072.0,0.0,6.0
4074.0,1128.0,4073.0,0.0,7.0
4075.0,1142.0,4074.0,0.0,8.0
4076.0,1364.0,4075.0,0.0,9.0
4077.0,1893.0,2293.0,0.0,2.0
4078.0,2770.0,2792.0,0.0,2.0
4079.0,1133.0,4053.0,0.0,6.0
4080.0,2786.0,4054.0,0.0,4.0
4081.0,647.0,1936.0,0.0,2.0
4082.0,1548.0,4079.0,0.0,7.0
4083.0,2848.0,2957.0,0.0,2.0
4084.0,2877.0,4080.0,0.0,5.0
4085.0,3044.0,4084.0,0.0,6.0
4086.0,1292.0,2967.0,0.0,2.0
4087.0,1562.0,4082.0,0.0,8.0
4088.0,1805.0,4087.0,0.0,9.0
4089.0,2828.0,4088.0,0.0,10.0
4090.0,2904.0,4089.0,0.0,11.0
4091.0,3008.0,4090.0,0.0,12.0
4092.0,3127.0,4091.0,0.0,13.0
4093.0,3063.0,4081.0,0.0,3.0
4094.0,3375.0,3376.0,1.7334001275178444e-08,4.0
4095.0,1297.0,3990.0,2.2614853524437912e-08,324.0
4096.0,780.0,4051.0,2.539980314552573e-08,4.0
4097.0,788.0,2396.0,2.6186065013595032e-08,2.0
4098.0,2506.0,3991.0,2.8400278171335937e-08,3.0
4099.0,454.0,2680.0,2.983110623853986e-08,2.0
4100.0,1284.0,1689.0,3.0715982802194275e-08,2.0
4101.0,1387.0,4095.0,3.21205181462311e-08,325.0
4102.0,1111.0,3374.0,3.242035781415053e-08,25.0
4103.0,2227.0,4098.0,3.2443712301356816e-08,4.0
4104.0,854.0,3165.0,3.2737593056459065e-08,4.0
4105.0,1.0,3130.0,3.39153799949193e-08,4.0
4106.0,4007.0,4008.0,3.415699050300505e-08,8.0
4107.0,4101.0,4103.0,3.622814990763377e-08,329.0
4108.0,1063.0,1884.0,3.696768857894777e-08,2.0
4109.0,1099.0,4105.0,3.8554288107827534e-08,5.0
4110.0,2521.0,3157.0,3.8762610860200256e-08,24.0
4111.0,4009.0,4024.0,4.106580085438252e-08,19.0
4112.0,640.0,3039.0,4.294263615399066e-08,2.0
4113.0,841.0,4107.0,4.3357917082067176e-08,330.0
4114.0,2034.0,3995.0,4.4142949608630026e-08,4.0
4115.0,2795.0,2927.0,4.4355270265786864e-08,2.0
4116.0,4094.0,4102.0,4.529881546276486e-08,29.0
4117.0,1055.0,3344.0,4.7882146990735685e-08,176.0
4118.0,591.0,4100.0,4.945815303591101e-08,3.0
4119.0,371.0,1677.0,5.049910890448487e-08,2.0
4120.0,1462.0,2834.0,5.1178022633514567e-08,2.0
4121.0,858.0,3996.0,5.3237862471528854e-08,3.0
4122.0,1712.0,1906.0,5.346045266556509e-08,2.0
4123.0,627.0,2917.0,6.15236938002767e-08,2.0
4124.0,1243.0,1831.0,6.996013150554805e-08,2.0
4125.0,3404.0,3410.0,9.173216448385456e-08,32.0
4126.0,2117.0,3350.0,0.0127536013109331,4.0
4127.0,138.0,1188.0,0.0330945874037396,2.0
4128.0,848.0,1124.0,0.0356268494466075,2.0
4129.0,1776.0,3056.0,0.035782778787182,2.0
4130.0,2579.0,2950.0,0.0389164261506491,2.0
4131.0,933.0,1797.0,0.040817610611921,2.0
4132.0,284.0,1467.0,0.040857935010728,2.0
4133.0,1050.0,1078.0,0.0425432516439503,2.0
4134.0,2631.0,4125.0,0.042721546772723,33.0
4135.0,1551.0,4041.0,0.0437139814671166,15.0
4136.0,3411.0,4099.0,0.0443008216445794,4.0
4137.0,1614.0,1676.0,0.0444754889862029,2.0
4138.0,2756.0,4128.0,0.0447019884222674,3.0
4139.0,326.0,4129.0,0.0458099582712355,3.0
4140.0,40.0,3347.0,0.046921583972853,3.0
4141.0,750.0,2891.0,0.0476441396859089,2.0
4142.0,225.0,3677.0,0.0486453761909937,4.0
4143.0,207.0,1619.0,0.0504785285910576,2.0
4144.0,257.0,832.0,0.0507211131789282,2.0
4145.0,455.0,2132.0,0.0514223754777444,2.0
4146.0,2124.0,2941.0,0.0527626919108544,2.0
4147.0,4110.0,4138.0,0.053619429625406,27.0
4148.0,4028.0,4029.0,0.0544417979993155,6.0
4149.0,674.0,2790.0,0.0544581571628662,2.0
4150.0,1144.0,4134.0,0.0546743082492954,34.0
4151.0,2754.0,4114.0,0.0552635018263436,5.0
4152.0,1556.0,2560.0,0.0557817251759877,2.0
4153.0,250.0,378.0,0.0559629918028282,2.0
4154.0,2317.0,4097.0,0.05608803842335,3.0
4155.0,582.0,1206.0,0.0575711101058199,2.0
4156.0,722.0,1933.0,0.0578915463293388,2.0
4157.0,1897.0,1976.0,0.0582349439401243,2.0
4158.0,653.0,2378.0,0.058599559296325,2.0
4159.0,88.0,548.0,0.0590666451125202,2.0
4160.0,1096.0,2127.0,0.0591317603658796,2.0
4161.0,1042.0,1484.0,0.0592776777616344,2.0
4162.0,4113.0,4132.0,0.0593061762809157,332.0
4163.0,3658.0,4109.0,0.0598863422065716,232.0
4164.0,1396.0,2139.0,0.0600111173054406,2.0
4165.0,756.0,4150.0,0.060183569892588,35.0
4166.0,1468.0,2321.0,0.060186498891564,2.0
4167.0,593.0,3662.0,0.0603481235151114,6.0
4168.0,800.0,1337.0,0.0604404805485354,2.0
4169.0,161.0,2592.0,0.0606095975058017,2.0
4170.0,1384.0,1489.0,0.0610507075069597,2.0
4171.0,772.0,1509.0,0.061393149440792,2.0
4172.0,822.0,1583.0,0.0614352122912367,2.0
4173.0,1076.0,3107.0,0.0614689888897125,2.0
4174.0,1229.0,1371.0,0.0614959127471948,2.0
4175.0,1393.0,1633.0,0.0615173563193533,2.0
4176.0,2233.0,4116.0,0.061534982756011,30.0
4177.0,190.0,4133.0,0.0615360133372774,3.0
4178.0,2244.0,2734.0,0.0618451689912717,2.0
4179.0,318.0,4158.0,0.0619228825079459,3.0
4180.0,774.0,1547.0,0.0620138026601993,2.0
4181.0,362.0,424.0,0.0620253394369296,2.0
4182.0,2572.0,2973.0,0.062124063817046,2.0
4183.0,296.0,1792.0,0.0621431124599837,2.0
4184.0,472.0,1713.0,0.0622128803260514,2.0
4185.0,1647.0,4111.0,0.0623721704791714,20.0
4186.0,1136.0,2236.0,0.0626020356808141,2.0
4187.0,381.0,446.0,0.0629432663082171,2.0
4188.0,4143.0,4181.0,0.0631591804961262,4.0
4189.0,1543.0,2458.0,0.0636088072975715,2.0
4190.0,17.0,1634.0,0.063713772674687,2.0
4191.0,945.0,1996.0,0.0638641961354508,2.0
4192.0,2085.0,2557.0,0.0638852230287957,2.0
4193.0,273.0,920.0,0.0639194410797249,2.0
4194.0,1479.0,2487.0,0.0639335359803236,2.0
4195.0,283.0,1522.0,0.0641968845405244,2.0
4196.0,2759.0,3666.0,0.0645746247323515,4.0
4197.0,235.0,4042.0,0.0646352996637013,3.0
4198.0,1319.0,1871.0,0.0648938888255536,2.0
4199.0,72.0,2008.0,0.0649120121491237,2.0
4200.0,170.0,716.0,0.0649462278948264,2.0
4201.0,1932.0,4159.0,0.0650195611595795,3.0
4202.0,1816.0,2399.0,0.0650735068157309,2.0
4203.0,474.0,1733.0,0.0653613024092984,2.0
4204.0,1293.0,2111.0,0.0658347548050413,2.0
4205.0,4131.0,4140.0,0.0658604993798157,5.0
4206.0,754.0,3077.0,0.0659088468146648,2.0
4207.0,903.0,2618.0,0.0662875678486768,2.0
4208.0,1370.0,1850.0,0.0665006605680487,2.0
4209.0,793.0,1879.0,0.0666188127051346,2.0
4210.0,658.0,2914.0,0.0666487648642672,2.0
4211.0,1030.0,1780.0,0.0667178442722663,2.0
4212.0,1308.0,2768.0,0.0668777874060223,2.0
4213.0,790.0,4184.0,0.0669445654639209,3.0
4214.0,637.0,770.0,0.0670253533683027,2.0
4215.0,4.0,117.0,0.0670524260715091,2.0
4216.0,1365.0,4157.0,0.0671379029740649,3.0
4217.0,2480.0,4130.0,0.0671750541065078,3.0
4218.0,1309.0,2484.0,0.067201471281419,2.0
4219.0,220.0,2165.0,0.0675225530585533,2.0
4220.0,45.0,996.0,0.0675375065282091,2.0
4221.0,1602.0,1903.0,0.0676117306882611,2.0
4222.0,543.0,2025.0,0.0676389198856555,2.0
4223.0,621.0,2505.0,0.067834736836524,2.0
4224.0,43.0,650.0,0.0679059472319127,2.0
4225.0,2741.0,2984.0,0.0679177722908303,2.0
4226.0,2391.0,4165.0,0.0679847111683139,36.0
4227.0,569.0,821.0,0.0680157720410549,2.0
4228.0,1080.0,1159.0,0.0683370841175909,2.0
4229.0,70.0,451.0,0.0683892906248794,2.0
4230.0,176.0,1007.0,0.0685247716094124,2.0
4231.0,1097.0,2632.0,0.0685859010323368,2.0
4232.0,1134.0,1708.0,0.0686058269585837,2.0
4233.0,914.0,1228.0,0.0688675158017903,2.0
4234.0,803.0,885.0,0.0688770473113064,2.0
4235.0,970.0,1130.0,0.0689174825468467,2.0
4236.0,319.0,681.0,0.068986821424386,2.0
4237.0,1341.0,3091.0,0.0690305775473511,2.0
4238.0,241.0,309.0,0.0690361216050293,2.0
4239.0,1703.0,2447.0,0.0691013724143827,2.0
4240.0,2431.0,4137.0,0.0691117576264805,3.0
4241.0,1290.0,1721.0,0.0692773925854179,2.0
4242.0,353.0,954.0,0.0694110022898779,2.0
4243.0,2206.0,2710.0,0.0694757537120786,2.0
4244.0,89.0,1616.0,0.0694933164267627,2.0
4245.0,78.0,1570.0,0.0696445284850601,2.0
4246.0,942.0,2163.0,0.0696571051692148,2.0
4247.0,1069.0,1843.0,0.0697635691565329,2.0
4248.0,1385.0,1671.0,0.0698091247295861,2.0
4249.0,2266.0,2954.0,0.0698294169308436,2.0
4250.0,596.0,2078.0,0.0698622471988942,2.0
4251.0,2080.0,4117.0,0.0698652244375448,177.0
4252.0,572.0,2663.0,0.0700853765844652,2.0
4253.0,502.0,1683.0,0.070228102820247,2.0
4254.0,367.0,1166.0,0.0703550670897004,2.0
4255.0,476.0,871.0,0.0704298690506941,2.0
4256.0,1090.0,4251.0,0.0704773275376512,178.0
4257.0,3992.0,3993.0,0.070512402450914,4.0
4258.0,2296.0,2444.0,0.0706998969026544,2.0
4259.0,2172.0,2467.0,0.0708166710144924,2.0
4260.0,2246.0,2363.0,0.0708631942001307,2.0
4261.0,1187.0,1599.0,0.0708933983495052,2.0
4262.0,6.0,4146.0,0.0709050518360129,3.0
4263.0,896.0,3002.0,0.0709358215653168,2.0
4264.0,737.0,1260.0,0.070946254309774,2.0
4265.0,1380.0,1761.0,0.0716064401817784,2.0
4266.0,494.0,4169.0,0.0716240639079583,3.0
4267.0,247.0,2064.0,0.0716293968326559,2.0
4268.0,1685.0,2918.0,0.0716451036595829,2.0
4269.0,917.0,2986.0,0.0717943782437211,2.0
4270.0,1366.0,2465.0,0.0719544801009144,2.0
4271.0,330.0,2760.0,0.071992026628397,2.0
4272.0,1909.0,4186.0,0.0723386155004646,3.0
4273.0,1446.0,2777.0,0.0723865022858851,2.0
4274.0,259.0,1013.0,0.072401938864409,2.0
4275.0,2450.0,4262.0,0.0726075864638615,4.0
4276.0,738.0,2101.0,0.0726194943739677,2.0
4277.0,1882.0,2559.0,0.0729850309963627,2.0
4278.0,1333.0,2990.0,0.0730677358350808,2.0
4279.0,1767.0,2428.0,0.0733779813987507,2.0
4280.0,3158.0,4147.0,0.0737082846510474,29.0
4281.0,912.0,1702.0,0.0737406393583852,2.0
4282.0,830.0,1409.0,0.0737452139127215,2.0
4283.0,2555.0,2716.0,0.0737717170435294,2.0
4284.0,508.0,2952.0,0.0737742700178147,2.0
4285.0,4190.0,4216.0,0.073818135696,5.0
4286.0,333.0,1202.0,0.0738605934583962,2.0
4287.0,1086.0,2882.0,0.0739393000570941,2.0
4288.0,1808.0,4276.0,0.0740083181602952,3.0
4289.0,797.0,1652.0,0.0740095362890292,2.0
4290.0,470.0,4176.0,0.0740695598567998,31.0
4291.0,2190.0,2920.0,0.0741759744277141,2.0
4292.0,524.0,660.0,0.0742382999302536,2.0
4293.0,1625.0,2682.0,0.0742702890310342,2.0
4294.0,1643.0,2611.0,0.074338057595229,2.0
4295.0,1100.0,1434.0,0.0746505708141864,2.0
4296.0,1511.0,2021.0,0.0747319992526545,2.0
4297.0,12.0,850.0,0.0748180994913481,2.0
4298.0,4211.0,4253.0,0.0749251257483751,4.0
4299.0,3167.0,3170.0,0.0750557430818315,8.0
4300.0,1355.0,2031.0,0.0750610745226694,2.0
4301.0,2350.0,4204.0,0.0750768635400971,3.0
4302.0,2343.0,4185.0,0.0750794318141618,21.0
4303.0,1957.0,2323.0,0.0750929712964169,2.0
4304.0,751.0,1381.0,0.0751638221948413,2.0
4305.0,67.0,571.0,0.075238978139499,2.0
4306.0,1518.0,2412.0,0.0752883515336014,2.0
4307.0,573.0,827.0,0.075314083393814,2.0
4308.0,215.0,2639.0,0.0754730198556456,2.0
4309.0,1220.0,1416.0,0.075508314597264,2.0
