feature,importance,pt
16,0.06801676,Acinetobacter bacteraemia
17,0.0,Acinetobacter bacteraemia
18,0.119683646,Acinetobacter bacteraemia
19,0.13462974,Acinetobacter bacteraemia
20,0.05055397,Acinetobacter bacteraemia
21,0.0,Acinetobacter bacteraemia
22,0.010199394,Acinetobacter bacteraemia
23,0.007121722,Acinetobacter bacteraemia
24,0.007446117,Acinetobacter bacteraemia
25,0.11718316,Acinetobacter bacteraemia
0,0.047547296,Acne
1,0.04534088,Acne
2,0.016468642,Acne
3,0.032038305,Acne
4,0.030403467,Acne
5,0.039566014,Acne
6,0.030509952,Acne
7,0.053085178,Acne
8,0.033937473,Acne
9,0.056807797,Acne
10,0.032162745,Acne
11,0.023620881,Acne
12,0.021478137,Acne
13,0.046054795,Acne
14,0.016865019,Acne
15,0.03145789,Acne
16,0.025625143,Acne
17,0.040068757,Acne
18,0.10843085,Acne
19,0.014876503,Acne
20,0.03861456,Acne
21,0.037860893,Acne
22,0.028619798,Acne
23,0.07501927,Acne
24,0.018345103,Acne
25,0.055194642,Acne
0,0.09303665,Acquired oesophageal web
1,0.038455065,Acquired oesophageal web
2,0.028844556,Acquired oesophageal web
3,0.0,Acquired oesophageal web
4,0.052071948,Acquired oesophageal web
5,0.05274089,Acquired oesophageal web
6,0.043891806,Acquired oesophageal web
7,0.020239538,Acquired oesophageal web
8,0.020376572,Acquired oesophageal web
9,0.037936527,Acquired oesophageal web
10,0.0,Acquired oesophageal web
11,0.041170165,Acquired oesophageal web
12,0.081678174,Acquired oesophageal web
13,0.035166416,Acquired oesophageal web
14,0.030329827,Acquired oesophageal web
15,0.042906456,Acquired oesophageal web
16,0.0,Acquired oesophageal web
17,0.02254318,Acquired oesophageal web
18,0.07353171,Acquired oesophageal web
19,0.077991255,Acquired oesophageal web
20,0.021804677,Acquired oesophageal web
21,0.06596924,Acquired oesophageal web
22,0.028200071,Acquired oesophageal web
23,0.0,Acquired oesophageal web
24,0.03472108,Acquired oesophageal web
25,0.056394096,Acquired oesophageal web
0,0.055102646,Acquired claw toe
1,0.0,Acquired claw toe
2,0.06566321,Acquired claw toe
3,0.0,Acquired claw toe
4,0.072069615,Acquired claw toe
5,0.0113025475,Acquired claw toe
6,0.0646015,Acquired claw toe
7,0.085445136,Acquired claw toe
8,0.0,Acquired claw toe
9,0.05811708,Acquired claw toe
10,0.057532907,Acquired claw toe
11,0.05974527,Acquired claw toe
12,0.009018742,Acquired claw toe
13,0.07049811,Acquired claw toe
14,0.0,Acquired claw toe
15,0.0094180275,Acquired claw toe
16,0.0,Acquired claw toe
17,0.034573976,Acquired claw toe
18,0.033974703,Acquired claw toe
19,0.061224867,Acquired claw toe
20,0.055269342,Acquired claw toe
21,0.060703743,Acquired claw toe
22,0.13573858,Acquired claw toe
23,0.0,Acquired claw toe
24,0.0,Acquired claw toe
25,0.0,Acquired claw toe
0,0.024304954,Acquired cardiac septal defect
1,0.02583284,Acquired cardiac septal defect
2,0.034375872,Acquired cardiac septal defect
3,0.09534448,Acquired cardiac septal defect
4,0.0,Acquired cardiac septal defect
5,0.035761476,Acquired cardiac septal defect
6,0.04860859,Acquired cardiac septal defect
7,0.014466493,Acquired cardiac septal defect
8,0.011228785,Acquired cardiac septal defect
9,0.034209892,Acquired cardiac septal defect
10,0.057093803,Acquired cardiac septal defect
11,0.12699561,Acquired cardiac septal defect
12,0.03440806,Acquired cardiac septal defect
13,0.015238522,Acquired cardiac septal defect
14,0.03877709,Acquired cardiac septal defect
15,0.16016696,Acquired cardiac septal defect
16,0.035669245,Acquired cardiac septal defect
17,0.029043447,Acquired cardiac septal defect
18,0.019278012,Acquired cardiac septal defect
19,0.010282543,Acquired cardiac septal defect
20,0.011400829,Acquired cardiac septal defect
21,0.06295973,Acquired cardiac septal defect
22,0.014783733,Acquired cardiac septal defect
23,0.0,Acquired cardiac septal defect
24,0.045684077,Acquired cardiac septal defect
25,0.014084977,Acquired cardiac septal defect
0,0.07040932,Acrochordon
1,0.019135917,Acrochordon
2,0.05175585,Acrochordon
3,0.0,Acrochordon
4,0.103258654,Acrochordon
5,0.028469834,Acrochordon
