feature,importance,pt
8,0.002860436228495136,Abdominal operation
9,0.0018222683990024257,Abdominal operation
10,0.017342156608350583,Abdominal operation
11,0.0095278328133199,Abdominal operation
12,0.14448730173182395,Abdominal operation
13,0.02097416364640158,Abdominal operation
14,0.06373975737204456,Abdominal operation
15,0.0009646745328041289,Abdominal operation
16,0.0,Abdominal operation
17,0.0,Abdominal operation
18,0.0661751002623233,Abdominal operation
19,0.0425306781542671,Abdominal operation
20,0.11970268089183157,Abdominal operation
21,0.04673505749912781,Abdominal operation
22,0.06589274718719287,Abdominal operation
23,0.0,Abdominal operation
24,0.005696655682840331,Abdominal operation
25,0.05598575638313044,Abdominal operation
0,0.016383293871014056,Abdominal pain
1,0.001975020799070244,Abdominal pain
2,0.013173641830789564,Abdominal pain
3,0.004998100704461594,Abdominal pain
4,0.013794698537116635,Abdominal pain
5,0.04462480350955858,Abdominal pain
6,0.12957097052961808,Abdominal pain
7,0.009380196657616479,Abdominal pain
8,0.11284573222703828,Abdominal pain
9,0.0007866519712631616,Abdominal pain
10,0.0004817957915631267,Abdominal pain
11,0.0011467085234177542,Abdominal pain
12,0.03036546140860038,Abdominal pain
13,0.005087273313508999,Abdominal pain
14,0.03257413312131357,Abdominal pain
15,0.01238481389993101,Abdominal pain
16,0.0,Abdominal pain
17,0.0,Abdominal pain
18,0.11268935131346457,Abdominal pain
19,0.10303322453657097,Abdominal pain
20,0.13668011758966653,Abdominal pain
21,0.021481443588483005,Abdominal pain
22,0.035164959554187955,Abdominal pain
23,0.1581482417449682,Abdominal pain
24,0.0032293649767774135,Abdominal pain
25,0.0,Abdominal pain
0,0.00634771047775653,Abdominal pain upper
1,0.0,Abdominal pain upper
2,0.0021167170082156245,Abdominal pain upper
3,0.0016367801017363758,Abdominal pain upper
4,0.008928276735569281,Abdominal pain upper
5,0.15349870944585714,Abdominal pain upper
6,0.2293483800807722,Abdominal pain upper
7,0.03281854574509505,Abdominal pain upper
8,0.00356412629022713,Abdominal pain upper
9,0.15833821363015804,Abdominal pain upper
10,0.006117162609917545,Abdominal pain upper
11,0.0024632465080671436,Abdominal pain upper
12,0.043158714375340856,Abdominal pain upper
13,0.012546687959277995,Abdominal pain upper
14,0.10973389165281436,Abdominal pain upper
15,0.012384180196171437,Abdominal pain upper
16,0.0010973611976605319,Abdominal pain upper
17,0.035256211433080296,Abdominal pain upper
18,8.786789478218916e-05,Abdominal pain upper
19,0.03368441972255556,Abdominal pain upper
20,0.0633668562866073,Abdominal pain upper
21,0.0036147308203425253,Abdominal pain upper
22,0.07043222371105999,Abdominal pain upper
23,0.007007882948273926,Abdominal pain upper
24,0.0024511031686609563,Abdominal pain upper
25,0.0,Abdominal pain upper
0,0.0034670717910518347,Abdominal rigidity
1,0.051601857759070724,Abdominal rigidity
2,0.0006491494657126022,Abdominal rigidity
3,0.0005618209315933954,Abdominal rigidity
4,0.00550554417841096,Abdominal rigidity
5,0.08717214365464813,Abdominal rigidity
6,0.0,Abdominal rigidity
7,0.02084613083189468,Abdominal rigidity
8,0.004758422607177367,Abdominal rigidity
9,0.029850662240713144,Abdominal rigidity
10,0.02878598815611911,Abdominal rigidity
11,0.0,Abdominal rigidity
12,0.15197601590092422,Abdominal rigidity
13,0.0065446132156896,Abdominal rigidity
14,0.0,Abdominal rigidity
15,0.04423753557982302,Abdominal rigidity
16,0.15306123930148796,Abdominal rigidity
17,4.136337189536397e-05,Abdominal rigidity
18,0.000705876828694274,Abdominal rigidity
19,0.049867298030771307,Abdominal rigidity
20,0.035670828506836935,Abdominal rigidity
21,0.05927227509966988,Abdominal rigidity
22,0.25795411708059385,Abdominal rigidity
23,0.007470045467221758,Abdominal rigidity
24,0.0,Abdominal rigidity
25,0.0,Abdominal rigidity
0,0.0,Abdominal sepsis
1,0.031915565388042286,Abdominal sepsis
2,0.03793849095794934,Abdominal sepsis
3,0.00946637242142559,Abdominal sepsis
4,0.0019710039712593106,Abdominal sepsis
5,0.07247906364027495,Abdominal sepsis
6,0.0650535828073746,Abdominal sepsis
7,0.02426193303005956,Abdominal sepsis
8,0.0,Abdominal sepsis
9,0.0385163968270555,Abdominal sepsis
10,0.04977220614715762,Abdominal sepsis
11,0.0,Abdominal sepsis
12,0.08825719801744784,Abdominal sepsis
13,0.0,Abdominal sepsis
14,0.013193745797696704,Abdominal sepsis
15,0.0,Abdominal sepsis
16,0.06481105828477093,Abdominal sepsis
17,0.0,Abdominal sepsis
18,0.01048123929731376,Abdominal sepsis
19,0.05690106237262331,Abdominal sepsis
20,0.2658481652050111,Abdominal sepsis
21,0.014773913635728794,Abdominal sepsis
22,0.0680844346119577,Abdominal sepsis
23,0.0,Abdominal sepsis
24,0.0,Abdominal sepsis
25,0.08627456758685104,Abdominal sepsis
0,0.03929103984732131,Abdominal wall abscess
1,0.036917855257476116,Abdominal wall abscess
2,0.06925635612596134,Abdominal wall abscess
